Price,Close,High,Low,Open,Volume
Ticker,FLUT,FLUT,FLUT,FLUT,FLUT
Date,,,,,
2020-10-23,168.13999938964844,168.13999938964844,166.14999389648438,166.14999389648438,1500
2020-10-26,161.75,163.65499877929688,161.75,163.65499877929688,1100
2020-10-27,161.78599548339844,162.1300048828125,160.75,162.1300048828125,700
2020-10-28,155.5,160.75,155.5,160.10000610351562,24500
2020-10-29,172.0,172.0,169.1999969482422,169.1999969482422,3400
2020-10-30,172.4499969482422,172.5,172.22999572753906,172.5,1600
2020-11-02,168.0,170.00999450683594,168.0,169.14999389648438,2600
2020-11-03,170.4499969482422,171.2899932861328,170.4499969482422,171.08999633789062,2700
2020-11-04,178.0,178.39500427246094,172.0399932861328,172.0399932861328,2400
2020-11-05,179.8800048828125,181.5,178.5399932861328,179.99000549316406,2800
2020-11-06,184.15499877929688,184.15499877929688,184.15499877929688,184.15499877929688,800
2020-11-09,184.15499877929688,184.15499877929688,184.15499877929688,184.15499877929688,0
2020-11-10,170.91000366210938,170.91000366210938,167.3699951171875,169.5,1600
2020-11-11,179.89999389648438,179.89999389648438,179.89999389648438,179.89999389648438,5400
2020-11-12,179.89999389648438,179.89999389648438,179.89999389648438,179.89999389648438,0
2020-11-13,179.5500030517578,179.5500030517578,179.5500030517578,179.5500030517578,1400
2020-11-16,175.3800048828125,175.3800048828125,169.60000610351562,171.64999389648438,1700
2020-11-17,167.0500030517578,170.07899475097656,167.0500030517578,170.07899475097656,800
2020-11-18,171.0,171.0,170.9199981689453,170.9199981689453,800
2020-11-19,170.14999389648438,170.14999389648438,169.39999389648438,169.39999389648438,1100
2020-11-20,172.1999969482422,172.1999969482422,166.57200622558594,171.80999755859375,2100
2020-11-23,169.07000732421875,169.39999389648438,168.0,169.0500030517578,900
2020-11-24,169.07000732421875,169.07000732421875,169.07000732421875,169.07000732421875,0
2020-11-25,177.25,177.38999938964844,177.25,177.27999877929688,2300
2020-11-27,182.25,187.0,182.25,184.39999389648438,1800
2020-11-30,186.6199951171875,186.6199951171875,186.6199951171875,186.6199951171875,1000
2020-12-01,181.7899932861328,181.7899932861328,181.6999969482422,181.75,2300
2020-12-02,180.4669952392578,180.4669952392578,180.4669952392578,180.4669952392578,1600
2020-12-03,192.0,197.5,189.8800048828125,196.5399932861328,5200
2020-12-04,198.5,199.0,196.0,196.0,12800
2020-12-07,200.0,201.0,200.0,201.0,7500
2020-12-08,197.0,197.0,193.27000427246094,193.27000427246094,2100
2020-12-09,196.83999633789062,198.0,196.83999633789062,197.0,2900
2020-12-10,195.5,196.83999633789062,195.5,196.83999633789062,1100
2020-12-11,196.0,196.0,195.0,195.0,1400
2020-12-14,198.6699981689453,201.92999267578125,198.6699981689453,201.92999267578125,2300
2020-12-15,204.49000549316406,205.52999877929688,202.10000610351562,202.10000610351562,1600
2020-12-16,209.66000366210938,209.66000366210938,205.72999572753906,207.4550018310547,3300
2020-12-17,209.0,212.05499267578125,209.0,210.9510040283203,21000
2020-12-18,205.91000366210938,206.0,205.91000366210938,206.0,3400
2020-12-21,198.60000610351562,199.8000030517578,194.99000549316406,195.0399932861328,1000
2020-12-22,197.1199951171875,199.0,195.9199981689453,197.0,1600
2020-12-23,204.76499938964844,206.0,202.69000244140625,203.8699951171875,4500
2020-12-24,202.47500610351562,208.9499969482422,197.72999572753906,197.72999572753906,1100
2020-12-28,204.5,207.47500610351562,203.0,203.0,700
2020-12-29,205.25,208.5,204.64999389648438,206.0399932861328,1000
2020-12-30,208.5,213.77000427246094,204.64999389648438,204.77000427246094,900
2020-12-31,205.89999389648438,209.9499969482422,204.5,206.0,1600
2021-01-04,209.25,218.36000061035156,206.5500030517578,218.36000061035156,1600
2021-01-05,212.1199951171875,212.24000549316406,205.0,208.25,1700
2021-01-06,217.66000366210938,219.41000366210938,213.0,213.0,6200
2021-01-07,215.0,220.0,211.0,220.0,3700
2021-01-08,214.75,220.5,212.00999450683594,220.5,900
2021-01-11,212.67999267578125,214.99000549316406,207.8000030517578,214.8000030517578,4000
2021-01-12,212.64999389648438,212.6999969482422,207.0,207.0,1000
2021-01-13,209.3000030517578,210.0,204.0399932861328,204.0399932861328,1900
2021-01-14,203.2100067138672,208.5,203.2100067138672,208.5,2500
2021-01-15,201.5500030517578,207.5,200.99000549316406,207.5,1400
2021-01-19,197.0,201.50999450683594,195.0,201.50999450683594,1700
2021-01-20,199.44000244140625,199.44000244140625,195.0,195.0,5100
2021-01-21,199.2550048828125,202.0,198.46499633789062,201.75,900
2021-01-22,196.25,199.25,194.0,197.5,1000
2021-01-25,192.4499969482422,199.2100067138672,191.0,194.0,2100
2021-01-26,193.11000061035156,194.94000244140625,192.5050048828125,194.0,1500
2021-01-27,186.25,193.22999572753906,186.0,186.0,3700
2021-01-28,189.3300018310547,193.1199951171875,186.0,193.1199951171875,10000
2021-01-29,186.52499389648438,191.60000610351562,185.0,191.60000610351562,4800
2021-02-01,190.0399932861328,194.99000549316406,185.8800048828125,194.99000549316406,900
2021-02-02,192.32000732421875,194.2429962158203,188.5,188.5,1700
2021-02-03,192.89999389648438,195.0,190.44000244140625,195.0,1200
2021-02-04,191.0,195.41700744628906,186.5,186.5,700
2021-02-05,197.5,198.0,191.0,192.9949951171875,4800
2021-02-08,197.0500030517578,199.0,195.0,198.5800018310547,4500
2021-02-09,199.97000122070312,202.10000610351562,196.0,196.0,4600
2021-02-10,195.11000061035156,197.44000244140625,191.6300048828125,197.44000244140625,4100
2021-02-11,195.5,195.5,193.0,195.05999755859375,3000
2021-02-12,194.89999389648438,196.0,191.25,192.39999389648438,2300
2021-02-16,195.81500244140625,200.42999267578125,192.0,192.0,1100
2021-02-17,192.5500030517578,194.0,187.9199981689453,187.9199981689453,1600
2021-02-18,190.64999389648438,192.77000427246094,190.0,192.5,1800
2021-02-19,187.5500030517578,195.2100067138672,187.5500030517578,193.30999755859375,5600
2021-02-22,198.25,202.5500030517578,193.50999450683594,198.0,2200
2021-02-23,195.3000030517578,198.36500549316406,192.0,197.33999633789062,1200
2021-02-24,198.25,198.25,194.23500061035156,194.23500061035156,2100
2021-02-25,192.35000610351562,199.27999877929688,192.14999389648438,198.0,5500
2021-02-26,192.0,195.0,191.64999389648438,192.14999389648438,1000
2021-03-01,201.0,202.0,191.64999389648438,192.0,1300
2021-03-02,199.99000549316406,200.0,191.64999389648438,191.64999389648438,1000
2021-03-03,204.8350067138672,206.75,199.0,200.0,2000
2021-03-04,208.75999450683594,212.0,205.0,210.0,5200
2021-03-05,204.99000549316406,210.77000427246094,201.80999755859375,210.77000427246094,1200
2021-03-08,200.5,205.0,199.35000610351562,204.9600067138672,1500
2021-03-09,204.52999877929688,210.0,203.0,203.0,7600
2021-03-10,210.0,210.0,205.0,205.0,1900
2021-03-11,219.75,224.5,216.0,216.0,4400
2021-03-12,221.1199951171875,223.0,219.0,220.0,2700
2021-03-15,237.0,237.0,225.2100067138672,225.2100067138672,3100
2021-03-16,234.8000030517578,238.0,230.8300018310547,238.0,3300
2021-03-17,234.9199981689453,235.0,230.0,234.8000030517578,1600
2021-03-18,235.1699981689453,240.5,230.00999450683594,235.0,1800
2021-03-19,230.25999450683594,234.3300018310547,228.36000061035156,234.3300018310547,2500
2021-03-22,239.5,241.52000427246094,233.8800048828125,241.52000427246094,3100
2021-03-23,229.08999633789062,235.42999267578125,228.0,235.42999267578125,4600
2021-03-24,223.84500122070312,228.5,222.0,228.0,1700
2021-03-25,222.25,223.90499877929688,219.0,222.0,1600
2021-03-26,229.3300018310547,229.9499969482422,222.25,229.08999633789062,1200
2021-03-29,218.00999450683594,225.5,216.0,216.0,1500
2021-03-30,218.8000030517578,222.0,215.0,218.39999389648438,700
2021-03-31,215.9199981689453,218.8000030517578,213.02000427246094,215.0,700
2021-04-01,215.00999450683594,215.6300048828125,213.8800048828125,215.25,1000
2021-04-05,219.55499267578125,219.77000427246094,213.0,213.0,500
2021-04-06,217.49000549316406,219.75999450683594,214.0449981689453,219.75999450683594,2300
2021-04-07,214.0,218.05999755859375,211.3699951171875,218.05999755859375,1200
2021-04-08,214.2449951171875,218.3000030517578,210.10000610351562,214.0,2000
2021-04-09,211.5,215.0,210.0,214.24000549316406,1200
2021-04-12,209.10000610351562,211.5,202.8000030517578,202.8000030517578,1700
2021-04-13,210.0,210.0,207.0,207.0,600
2021-04-14,210.75999450683594,215.10000610351562,208.5,215.10000610351562,900
2021-04-15,210.75,215.6699981689453,208.1999969482422,215.6699981689453,800
2021-04-16,216.5,218.3699951171875,209.64999389648438,210.0,2200
2021-04-19,210.0,218.0,207.41000366210938,207.41000366210938,3000
2021-04-20,205.0,211.0,203.0,211.0,1600
2021-04-21,203.39999389648438,207.9499969482422,202.1999969482422,203.5,500
2021-04-22,204.4250030517578,208.5,200.6300048828125,200.6300048828125,700
2021-04-23,212.85000610351562,213.5,203.8699951171875,203.8699951171875,2100
2021-04-26,215.0,219.66000366210938,208.5800018310547,208.5800018310547,3300
2021-04-27,219.5,219.89999389648438,215.49000549316406,219.88999938964844,800
2021-04-28,219.0,220.00999450683594,215.72500610351562,215.72500610351562,1200
2021-04-29,213.0,220.5,210.5,220.5,800
2021-04-30,205.00999450683594,212.64999389648438,205.0,212.64999389648438,1300
2021-05-03,206.5,209.2100067138672,206.2899932861328,209.2100067138672,700
2021-05-04,199.52000427246094,206.1199951171875,198.05999755859375,206.1199951171875,2100
2021-05-05,203.0,207.0,198.89999389648438,207.0,500
2021-05-06,202.53599548339844,204.25,200.83999633789062,203.5,2800
2021-05-07,205.0,206.5399932861328,200.0,202.0,1500
2021-05-10,202.77000427246094,205.8300018310547,196.5,205.8300018310547,700
2021-05-11,190.50799560546875,192.67999267578125,185.4499969482422,192.67999267578125,2500
2021-05-12,182.0,185.64999389648438,179.07000732421875,182.4600067138672,7000
2021-05-13,177.99000549316406,182.0,176.0,182.0,2800
2021-05-14,181.0,184.11199951171875,176.0,176.0,900
2021-05-17,177.0,179.75,172.66000366210938,172.66000366210938,900
2021-05-18,177.0,182.6529998779297,175.22000122070312,177.0,1300
2021-05-19,168.14999389648438,178.0,168.14999389648438,175.0,3300
